pert_id,Target_UniProt,Target_Species,Assay_Type,Assay_Relation,Assay_Value,EvidenceLevel_Assigned,Database
BRD-K77625799,O75914,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,O75914,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q99640,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q99640,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q8WTQ7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,P36896,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,P36896,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q9H2K8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,P42685,Homo sapiens,KD,=,170000.0,III,BindingDB
BRD-K77625799,P42685,Homo sapiens,KD,=,480.0,III,BindingDB
BRD-K77625799,P42685,Homo sapiens,KD,=,170.0,III,BindingDB
BRD-K77625799,P42685,Homo sapiens,KD,=,170.0,III,BindingDB
BRD-K77625799,P06241,Homo sapiens,KD,=,360.0,III,BindingDB
BRD-K77625799,P06241,Homo sapiens,KD,=,360000.0,III,BindingDB
BRD-K77625799,P06241,Homo sapiens,KD,=,5700.0,III,BindingDB
BRD-K77625799,P06241,Homo sapiens,KD,=,360.0,III,BindingDB
BRD-K77625799,Q13546,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q13546,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q9H1R3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q9H1R3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,P48736,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,P0C1S8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q7L7X3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,O76039,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q8NG66,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,Q8IVH8,Homo sapiens,KD,=,1500.0,III,BindingDB
BRD-K77625799,Q8IVH8,Homo sapiens,KD,=,1500000.0,III,BindingDB
BRD-K77625799,Q8IVH8,Homo sapiens,KD,=,1500.0,III,BindingDB
BRD-K77625799,O15530,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K77625799,O15530,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-A67097164,,Homo sapiens,,,,II,DrugBank
BRD-A67097164,,Homo sapiens,,,,II,DrugBank
BRD-A67097164,,Homo sapiens,,,,I,Therapeutic Target Database
BRD-A67097164,,Homo sapiens,,,,II,DrugBank
BRD-A67097164,,Homo sapiens,,,,II,DrugBank
BRD-K28307902,Q9QR71,Human herpesvirus 8,EC50,>,75000.0,III,BindingDB
BRD-K28307902,P22760,Homo sapiens,Ki,=,14000.0,III,BindingDB
BRD-K28307902,P22760,Homo sapiens,Ki,=,600.0,III,BindingDB
BRD-K28307902,P19091,Mus musculus,IC50,=,1400.0,III,BindingDB
BRD-K28307902,P19091,Mus musculus,IC50,=,52.0,III,BindingDB
BRD-K28307902,P19091,Mus musculus,IC50,=,370.0,III,BindingDB
BRD-K28307902,P15207,Rattus norvegicus,Ki,=,2100.0,III,BindingDB
BRD-K28307902,P35869,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P06401,Homo sapiens,IC50,=,2013.0,III,BindingDB
BRD-K28307902,O00748,Homo sapiens,Ki,=,2300.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,,,,II,DrugBank
BRD-K28307902,P10275,Homo sapiens,IC50,=,33000.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,43.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,223.87,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,43.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,3700.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,3700.0,III,IUPHAR
BRD-K28307902,P10275,Homo sapiens,IC50,=,11600.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,110000.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,43.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,1300.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,2.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,15.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,34.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,2.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,31.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,1000.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,67.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,350.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,27.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,580.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,10985.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,26.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,154.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,154.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,7100.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,300.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,26.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,26.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,25.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,430.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,4200.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,IC50,=,31.0,III,BindingDB
BRD-K28307902,P10275,Homo sapiens,Ki,=,43.0,III,BindingDB
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P07607,Mus musculus,IC50,=,20.0,III,BindingDB
BRD-K24844714,P07607,Mus musculus,IC50,=,600.0,III,BindingDB
BRD-K24844714,P07607,Mus musculus,IC50,=,220.0,III,BindingDB
BRD-K24844714,P07607,Mus musculus,IC50,=,60.0,III,BindingDB
BRD-K24844714,P07607,Mus musculus,IC50,=,7000.0,III,BindingDB
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P13922,,,,,I,Therapeutic Target Database
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K24844714,P04818,Homo sapiens,,,,II,DrugBank
BRD-K11267252,P08581,Homo sapiens,IC50,>,5000.0,III,IUPHAR
BRD-K11267252,Q9UM73,Homo sapiens,,,,I,DrugBank
BRD-K11267252,Q9UM73,Homo sapiens,IC50,=,1.899999976,III,IUPHAR
BRD-A29485665,Q63449,Rattus norvegicus,Ki,=,7200.0,III,BindingDB
BRD-A29485665,P19091,Mus musculus,IC50,=,670.0,III,BindingDB
BRD-A29485665,P19091,Mus musculus,IC50,=,3000.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,IC50,=,25.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,Ki,=,14.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,Ki,=,330.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,IC50,=,850.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,IC50,=,54.0,III,BindingDB
BRD-A29485665,P15207,Rattus norvegicus,IC50,=,1300.0,III,BindingDB
BRD-A29485665,P06186,Oryctolagus cuniculus,IC50,=,5600.0,III,BindingDB
BRD-A29485665,P06186,Oryctolagus cuniculus,IC50,=,5600.0,III,BindingDB
BRD-A29485665,P06401,Homo sapiens,IC50,=,1819.0,III,BindingDB
BRD-A29485665,P22199,Rattus norvegicus,IC50,=,360000.0,III,BindingDB
BRD-A29485665,P22199,Rattus norvegicus,IC50,>,1000000.0,III,BindingDB
BRD-A29485665,P06211,Rattus,IC50,>,1000000.0,III,BindingDB
BRD-A29485665,P06536,Rattus norvegicus,IC50,=,320000.0,III,BindingDB
BRD-A29485665,P06536,Rattus norvegicus,IC50,=,320000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,,,,I,Therapeutic Target Database
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,,,,II,DrugBank
BRD-A29485665,P10275,Homo sapiens,IC50,=,12000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,70.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,19.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,64.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,173.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,232.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,173.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,940.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,64.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,600.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,35.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,54.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,1000.0,III,IUPHAR
BRD-A29485665,P10275,Homo sapiens,EC50,=,4300.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,890.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,>,10000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,550.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,330.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,19.0,III,IUPHAR
BRD-A29485665,P10275,Homo sapiens,IC50,=,889.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,400.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,157.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,>,10000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,140.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,151.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,117.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,117.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,82.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,=,157.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,173.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,54.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,117.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,338.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,87.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,2460.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,>,10.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,173.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,162.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,>,100000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,400.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,140.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,400.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,162.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,8.7,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,330.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,64.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,400.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,35.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,151.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,151.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,65.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,>,10000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,170.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,157.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,725.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,>,10000.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,Ki,=,64.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,330.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,EC50,=,971.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,54.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-A29485665,P10275,Homo sapiens,IC50,=,725.0,III,BindingDB
BRD-K09631521,P00176,Rattus norvegicus,Ki,=,31000.0,III,BindingDB
BRD-K09631521,P20813,Homo sapiens,Ki,=,2200.0,III,BindingDB
BRD-K09631521,P20813,Homo sapiens,Ki,=,50000.0,III,BindingDB
BRD-K09631521,P20813,Homo sapiens,Ki,=,3800.0,III,BindingDB
BRD-K09631521,,Homo sapiens,,,,II,DrugBank
BRD-K09631521,,Homo sapiens,,,,II,DrugBank
BRD-K09631521,,Homo sapiens,,,,II,DrugBank
BRD-K09631521,,Homo sapiens,,,,II,DrugBank
BRD-K22149900,P08069,Homo sapiens,IC50,=,410.0,III,BindingDB
BRD-K22149900,P08069,Homo sapiens,IC50,=,8.0,III,IUPHAR
BRD-K22149900,P08069,Homo sapiens,IC50,=,8.0,III,BindingDB
BRD-K22149900,P00519,Homo sapiens,IC50,=,1250.0,III,BindingDB
BRD-K22149900,P36888,Homo sapiens,IC50,=,3143.0,III,BindingDB
BRD-K22149900,P36888,Homo sapiens,IC50,=,60.0,III,BindingDB
BRD-K22149900,P36888,Homo sapiens,IC50,=,60.0,III,IUPHAR
BRD-K22149900,Q9BXA7,Homo sapiens,IC50,=,23.0,III,IUPHAR
BRD-K22149900,Q9BXA7,Homo sapiens,IC50,=,23.0,III,BindingDB
BRD-K22149900,P16234,Homo sapiens,IC50,=,1140.0,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,,,,II,DrugBank
BRD-K22149900,Q9UM73,Homo sapiens,,,,II,DrugBank
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,2.2,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,3.4,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,0.2,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,26.0,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,41.0,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,41.0,III,BindingDB
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,0.200000003,III,IUPHAR
BRD-K22149900,Q9UM73,Homo sapiens,IC50,=,0.2,III,BindingDB
BRD-K22149900,P52333,Homo sapiens,IC50,=,7920.0,III,BindingDB
BRD-K22149900,P06213,Homo sapiens,IC50,=,7.0,III,IUPHAR
BRD-K22149900,P06213,Homo sapiens,IC50,=,320.0,III,BindingDB
BRD-K22149900,P06213,Homo sapiens,IC50,=,7.0,III,BindingDB
BRD-K22149900,O60674,Homo sapiens,IC50,=,2160.0,III,BindingDB
BRD-K22149900,O60674,Homo sapiens,IC50,=,610.0,III,BindingDB
BRD-K22149900,Q13177,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K22149900,P41212,Homo sapiens,IC50,=,3250.0,III,BindingDB
BRD-K22149900,P08581,Homo sapiens,IC50,=,3170.0,III,BindingDB
BRD-K22149900,P08581,Homo sapiens,IC50,=,1339.0,III,BindingDB
BRD-K22149900,Q9HBH9,Homo sapiens,IC50,=,2240.0,III,BindingDB
BRD-K22149900,P04629,Homo sapiens,IC50,=,2727.0,III,BindingDB
BRD-K22149900,O75116,Homo sapiens,IC50,=,1270.0,III,BindingDB
BRD-K22149900,P08922,Homo sapiens,IC50,=,142.0,III,BindingDB
BRD-K22149900,P43403,Homo sapiens,IC50,=,9700.0,III,BindingDB
BRD-K22149900,P23458,Homo sapiens,IC50,=,3730.0,III,BindingDB
BRD-K22149900,Q16620,Homo sapiens,IC50,=,1829.0,III,BindingDB
BRD-K22149900,P43405,Homo sapiens,IC50,=,3050.0,III,BindingDB
BRD-K22149900,P07949,Homo sapiens,IC50,=,2304.0,III,BindingDB
BRD-K22149900,P07949,Homo sapiens,IC50,=,400.0,III,BindingDB
BRD-K22149900,Q06187,Homo sapiens,IC50,=,3360.0,III,BindingDB
BRD-K70578146,P62993,Homo sapiens,IC50,=,5000.0,III,BindingDB
BRD-K70578146,Q60631,Mus musculus,IC50,=,5000.0,III,BindingDB
BRD-K70578146,P9WIL5,,IC50,=,250720.0,III,BindingDB
BRD-K70578146,P9WIL5,,IC50,=,250720.0,III,BindingDB
BRD-K70578146,P0A8T7,,IC50,=,160.0,III,BindingDB
BRD-K70578146,,Homo sapiens,,,,II,DrugBank
BRD-K70578146,,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K70578146,,Homo sapiens,,,,II,DrugBank
BRD-K70578146,,Homo sapiens,,,,II,DrugBank
BRD-K70578146,,Homo sapiens,,,,II,DrugBank
BRD-K70578146,,Homo sapiens,,,,II,DrugBank
BRD-K70578146,P41543,Saccharomyces cerevisiae,Ki,=,41.0,III,BindingDB
BRD-K70578146,Q16832,Homo sapiens,IC50,=,9000.0,III,BindingDB
BRD-K70578146,Q06609,Homo sapiens,IC50,=,85000.0,III,BindingDB
BRD-K70578146,Q06609,Homo sapiens,IC50,=,32100.0,III,BindingDB
BRD-K70578146,Q02880,Homo sapiens,,,,II,DrugBank
BRD-K78431006,Q8IY84,Homo sapiens,KD,=,4600.0,III,BindingDB
BRD-K78431006,Q16816,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P53667,Homo sapiens,KD,=,830.0,III,BindingDB
BRD-K78431006,Q92772,Homo sapiens,KD,=,2100.0,III,BindingDB
BRD-K78431006,Q8TDC3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q9UQM7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P78356,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q8N568,Homo sapiens,KD,=,370.0,III,BindingDB
BRD-K78431006,Q9H1R3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q6DT37,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q07912,Homo sapiens,KD,=,760.0,III,BindingDB
BRD-K78431006,P35590,Homo sapiens,KD,=,110.0,III,BindingDB
BRD-K78431006,Q02156,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q99759,Homo sapiens,KD,=,110.0,III,BindingDB
BRD-K78431006,P45985,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O15530,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q08881,Homo sapiens,KD,=,2000.0,III,BindingDB
BRD-K78431006,Q9H3Y6,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P57078,Homo sapiens,KD,=,2100.0,III,BindingDB
BRD-K78431006,Q8NE63,Homo sapiens,KD,=,3600.0,III,BindingDB
BRD-K78431006,Q9NQU5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q8IU85,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P51955,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O00329,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P09619,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K78431006,P09619,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K78431006,P09619,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P54764,Homo sapiens,KD,=,360.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,=,3700.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,=,800.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O43353,Homo sapiens,KD,=,900.0,III,BindingDB
BRD-K78431006,P78368,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P37023,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P29320,Homo sapiens,KD,=,700.0,III,BindingDB
BRD-K78431006,Q9NRH2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q96L34,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P53350,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q04912,Homo sapiens,IC50,=,300.0,III,BindingDB
BRD-K78431006,Q04912,Homo sapiens,KD,=,25.0,III,BindingDB
BRD-K78431006,P04626,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O43293,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O14936,Homo sapiens,KD,=,140.0,III,BindingDB
BRD-K78431006,Q9UQB9,Homo sapiens,KD,=,4300.0,III,BindingDB
BRD-K78431006,P08069,Homo sapiens,KD,=,780.0,III,BindingDB
BRD-K78431006,P08069,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K78431006,Q13131,Homo sapiens,KD,=,2400.0,III,BindingDB
BRD-K78431006,Q9NY57,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O96017,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P28482,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q96SB4,Homo sapiens,KD,=,1800.0,III,BindingDB
BRD-K78431006,O43318,Homo sapiens,KD,=,1800.0,III,BindingDB
BRD-K78431006,Q8N752,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O14730,Homo sapiens,KD,=,4000.0,III,BindingDB
BRD-K78431006,P15056,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P15056,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P21127,Homo sapiens,KD,=,760.0,III,BindingDB
BRD-K78431006,O75460,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q15046,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K78431006,Q13976,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q9P0L2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q9Y463,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,O14920,Homo sapiens,KD,=,5500.0,III,BindingDB
BRD-K78431006,P42685,Homo sapiens,KD,=,2900.0,III,BindingDB
BRD-K78431006,O96013,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P54756,Homo sapiens,KD,=,1000.0,III,BindingDB
BRD-K78431006,O14965,Homo sapiens,KD,=,260.0,III,BindingDB
BRD-K78431006,P07948,Homo sapiens,KD,=,940.0,III,BindingDB
BRD-K78431006,Q99755,Homo sapiens,KD,=,3200.0,III,BindingDB
BRD-K78431006,Q14680,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q15418,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q15418,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q9BVS4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q02779,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q13557,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,P37173,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q32MK0,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q8NEV4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K78431006,Q9HC98,Homo sapiens,KD,>,10000.0,III,BindingDB
